小区名称,销售状态,位置,房屋类型,更新时间,售价/均价,参考总价
同润蓝美俊庭,售罄,[浦东-惠南]大团镇南芦公路989弄（近...,二居(1)，三居(2),2016.11.14,"均价26,000元/m²",总价待定
领航uptown,售罄,[浦东-航头]浦东沪南公路5398弄,三居(2),2017.01.12,"均价15,000元/m²",总价待定
丽都璟庭,售罄,[浦东-临港新城]彭平东路88弄（近秋雨路）,三居(1)，四居(1),2016.12.28,"均价27,000元/m²",总价待定
中惠金钻天地,售罄,[浦东-曹路]浦东上川路商业街2247号,开间(2),2017.04.09,"均价38,000元/m²",总价待定
仁恒森兰雅苑三期,售罄,[浦东-外高桥]浦东兰谷路2188弄,三居(1)，四居(1),2018.02.25,售价待定,总价待定
上海檀香湾,售罄,[浦东-新场]上海市浦东新区沪南公路7406号,四居(1),2017.04.14,总价待定,
阳光城愉景湾,售罄,[浦东-川沙]浦东新区川沙路5999号,三居(2),2016.10.12,总价待定,
骏丰嘉峰汇,售罄,[嘉定-南翔]嘉定南翔沪宜公路91号,一居(2),2017.02.21,"均价29,000元/m²",总价待定
新明KID MALL,售罄,[嘉定-南翔]上海市嘉定区X182(丰翔路),一居(1),2016.11.26,"均价24,000元/m²",总价待定
合景理想家,售罄,[嘉定-嘉定新城]嘉定希望路978弄,一居(2),2017.02.09,"均价17,000元/m²",63-71万元
舜喜大楼,售罄,"[嘉定-嘉定新城]上海市嘉定区塔秀路158号
",开间(2),2017.04.01,"均价27,000元/m²",176万元
金地世家,售罄,"[嘉定-嘉定新城]嘉定区嘉定新城合作路119弄
",三居(2)，四居(2),2018.02.01,售价待定,"42,300元/m²"
贝尚湾,售罄,[松江-九亭]松江沪亭北路338弄（近涞寅路） ,三居(2),2017.12.31,售价待定,总价待定
九龙仓兰宫,售罄,[松江-松江新城]松江区谷阳北路2388弄,四居(1),2017.02.28,总价待定,
金地松江艺境,售罄,[松江-松江老城]松江仓轩路177弄10...,四居(1),2015.08.28,"均价22,000元/m²",总价待定
辰弘佳苑别墅,售罄,[松江-松江新城]松江区弘翔路566弄,四居(1),2016.07.16,总价待定,
绿地云天坊,售罄,[松江-泗泾]松江泗泾镇泗宝路108号（...,一居(1),2016.11.15,"均价30,000元/m²",总价待定
新理想花园,售罄,[松江-松江老城]松江荣乐西路768弄（...,,2016.04.13,"均价22,000元/m²",总价待定
同济城市雅筑,售罄,[松江-松江老城]松江环城路860号,二居(1),2015.07.16,"均价18,000元/m²",总价待定
新城云间锦院,售罄,[松江-松江老城]中山西路1号（近玉树路）,三居(1),2016.03.07,总价待定,
万宇荣盛名邸三期逸林湾,售罄,[松江-九亭]松江莘闵别墅区莘松路1500弄,三居(1),2017.04.13,总价待定,
复地九月,售罄,[松江-九亭]松江九亭镇九新公路218弄...,三居(1),2016.03.17,"均价25,000元/m²",总价待定
市北祥腾麓源,售罄,[松江-松江老城]松江永隆路980弄（近...,四居(1),2016.11.16,416万元/套,
中海悦府别墅,售罄,[松江-松江新城]松江区陆家圈路269弄,三居(1)，五居及以上(2),2016.09.20,825-990万元/套,
一方新天地,售罄,[浦东-惠南]惠南镇听潮南路88号,一居(1),2016.10.08,"均价31,000元/m²",总价待定
乾景雅园,售罄,[浦东-北蔡]浦东博华路26弄（近高科西路）,二居(1),2016.04.08,"均价50,000元/m²",总价待定
金海商业广场,售罄,[浦东-金桥]浦东金高路金海路路口,一居(1),2016.09.29,"均价20,000元/m²",总价待定
宝业万华城,售罄,[浦东-惠南]浦东宣黄公路2585弄（近...,,2016.11.28,"均价16,000元/m²",总价待定
融创浦建路727,售罄,"[浦东-塘桥]浦东新区浦建路727号
",一居(1)，二居(1)，三居(1),2017.03.27,"均价70,000元/m²",总价待定
陆家嘴创业街区,售罄,[浦东-洋泾]上海市浦东新区上海市浦东新...,二居(1),2017.01.17,"均价70,000元/m²",总价待定
盛大天地青春里,售罄,[浦东-张江]浦东盛荣路188弄(近中环路),二居(3),2017.03.30,"均价40,000元/m²",总价待定
乾景雅园别墅,售罄,[浦东-北蔡]浦东博华路26弄（近高科西路）,三居(1),2016.04.08,总价待定,
丽都景苑（商办）,售罄,[浦东-临港新城]彭平东路88弄（近秋雨路）,一居(1),2016.12.28,"均价16,000元/m²",总价待定
古北香堤岭,售罄,[浦东-惠南]浦东南六公路578弄（上海...,五居及以上(1),2016.11.14,"1,470万元/套",
