小区名称,销售状态,位置,房屋类型,更新时间,售价/均价,参考总价
景源名墅,在售,[奉贤-庄行]奉贤钜庭路333弄,四居(1)，五居及以上(1),2017.04.07,"1,099-1,333万元/套",
绿地香溢,售罄,[奉贤-海湾]海兴路1881弄（近海农公路）,一居(2)，二居(1),2017.03.20,"均价16,000元/m²",86-112万元
绿地香溢（别墅）,售罄,[奉贤-海湾]海兴路1881弄（近海农公路）,三居(2),2017.03.24,总价待定,
灏景湾,售罄,[奉贤-金汇]奉贤浦星公路红旗渠桥西南200米,三居(3),2017.04.11,"均价34,000元/m²",总价待定
新城花屿湾,售罄,[奉贤-奉城]奉贤兰博路1455弄（奉城...,四居(1),2017.01.09,总价待定,
棕榈滩海景城,售罄,[奉贤-海湾]海湾旅游区金汇塘东路179...,一居(1)，二居(1)，三居(1)，四居(1),2016.11.29,"均价18,000元/m²",总价待定
正阳世纪星城,售罄,[奉贤-南桥新城]正环路666弄,四居(2),2017.07.09,"均价24,000元/m²",总价待定
旭辉阳光海,售罄,[奉贤-柘林]奉贤海马路5111弄,三居(1),2017.11.24,总价待定,
万科金域华府,售罄,[奉贤-金汇]奉贤南桥万顺路和清朗路交汇...,二居(1),2017.03.20,"均价31,000元/m²",总价待定
阳光四季园,售罄,[奉贤-南桥新城]育秀路1288弄,三居(2),2013.12.24,"均价16,000元/m²",总价待定
平安富邸,售罄,[奉贤-奉城]奉贤海旗路1518号,一居(1),2016.11.21,"均价17,000元/m²",总价待定
申亚乐庭,售罄,[奉贤-庄行]奉贤南亭公路2825弄,三居(2),2017.01.09,"均价18,500元/m²",总价待定
中建公元壹号,售罄,[奉贤-奉城]奉城镇兰博路1801号（奉...,,2016.11.03,总价待定,
苏宁荣悦,售罄,[奉贤-南桥新城]奉贤区南奉公路7298号,三居(1),2016.01.21,"均价20,000元/m²",总价待定
金山名都,售罄,[金山-朱泾]上海朱泾镇沈浦泾路668弄26号 ,二居(1)，三居(1),2015.09.27,"均价11,000元/m²",总价待定
上海金山万达广场,售罄,[金山-金山新城]金山区松卫南路龙航路 ,一居(2),2016.11.24,"均价15,000元/m²",总价待定
君逸公馆,售罄,[金山-金山新城]金山龙翔路1235弄,三居(1),2016.09.21,售价待定,总价待定
华丰格兰郡别墅,售罄,[金山-枫泾]金山枫泾镇白牛路枫塘路路口,五居及以上(1),2016.10.27,总价待定,
金悦华庭别墅,售罄,[金山-金山新城]金山卫零北路799弄近龙皓路,四居(1),2014.05.26,总价待定,
红星紫郡,售罄,[金山-金山新城]上海市金山区龙山路280弄 ,三居(1),2016.04.08,"均价11,000元/m²",总价待定
金都会,售罄,[金山-朱泾]金山朱泾镇金龙新街339号,一居(3),2017.04.06,"均价11,000元/m²",总价待定
紫菱苑,售罄,[金山-朱泾] 金山朱泾镇金龙新街与塘园...,二居(1),2015.10.27,"均价13,000元/m²",总价待定
蓝堡公馆,售罄,[金山-金山新城]金山龙胜东路828弄,三居(1),2016.09.21,"均价11,000元/m²",总价待定
晶珑俪榭,售罄,[金山-金山新城]金山龙翔路660弄（近...,二居(1),2017.02.03,"均价16,000元/m²",总价待定
悦立方商业广场,售罄,[金山-金山新城]金山海芙路228弄（近龙翔路）,一居(1),2017.01.24,"均价14,000元/m²",总价待定
御景龙庭,售罄,[金山-金山新城]学府路818弄,二居(1),2016.10.26,"均价10,000元/m²",总价待定
星城国际,售罄,[金山-亭林]金山亭林镇车亭公路3671弄,三居(1),2017.02.09,"均价13,000元/m²",总价待定
新城旭辉府,售罄,[金山-金山新城]山阳镇海盛路500弄,三居(1),2016.08.12,"均价13,500元/m²",总价待定
农房万祥金邸,售罄,[金山-朱泾]朱泾镇金南街586弄,三居(1),2016.03.24,"均价14,000元/m²",总价待定
锦秋御尚,售罄,[宝山-大场]宝山锦秋路699弄十七区（...,二居(2),2017.04.05,"均价46,000元/m²",总价待定
保利叶之林,售罄,[宝山]华秋路349弄,三居(1)，四居(1),2016.11.03,"均价30,000元/m²",总价待定
阳光美林,售罄,[宝山-月浦]宝山月富路218弄,二居(1),,"均价16,000元/m²",总价待定
中冶盘古馨苑,售罄,[宝山-杨行]盘古路927号,,2017.03.30,"均价45,000元/m²",总价待定
远洋7号,售罄,[宝山-罗店]罗芬路1288弄,三居(1),,"均价16,000元/m²",总价待定
铂珏公馆,售罄,[宝山-罗店]罗迎路800弄48号,三居(1),2016.11.03,"均价25,000元/m²",总价待定
招商海德公馆,售罄,[宝山-杨行]宝山海笛路333弄,二居(1),2016.12.06,售价待定,总价待定
经纬学府阳光家园,售罄,[宝山-大场]宝山 涵青路100弄,三居(2),2016.02.25,"均价50,000元/m²",总价待定
大华兰湖天境,售罄,[宝山-罗店]宝山美兰湖罗迎路505弄2...,五居及以上(2),2017.06.23,总价待定,
自然居家园,售罄,[宝山-顾村]宝山水产西路999弄,二居(1),,"均价19,100元/m²",总价待定
阳光城花满墅,售罄,[宝山-淞南高境]宝山罗迎路188弄（罗...,四居(1),2016.11.29,总价待定,
同济城市阳光,售罄,[宝山-大场]宝山环镇北路1118弄,三居(1)，四居(1),,"均价26,000元/m²",总价待定
悦尚华都,售罄,[宝山-大华]宝山新沪路1073号,一居(1),2016.12.06,"均价28,500元/m²",总价待定
远洋7号(商办),售罄,[宝山-罗店]罗芬路1288弄,,,"均价18,500元/m²",总价待定
融创大宁北玉兰公馆,售罄,[宝山-顾村]宝山区联谊路649号,三居(2)，四居(1),2017.04.06,"均价65,000元/m²",总价待定
金臣别墅,在售,[闵行-华漕]上海市闵行区金光路801弄,四居(2),2017.02.06,"4,739-4,816万元/套",
中星红庐,售罄,[闵行-马桥]闵行昆阳路3299号（近元江路）,,2017.12.14,总价待定,
古北金鹰府,售罄,[闵行-金虹桥]虹中路399弄,二居(2)，三居(1),2017.06.08,"均价70,000元/m²",总价待定
城开珑庭,售罄,[闵行-古美罗阳]闵行业祥路58号,二居(1)，三居(7),2017.04.25,"均价65,000元/m²",总价待定
当代万国府MOMA,售罄,[闵行-江川路]闵行江川东路与沧源路交界处,二居(1)，三居(1),2017.02.17,"均价38,000元/m²",总价待定
海赋尚品,售罄,[闵行-江川路]上海市闵行区瑞丽路与剑川...,三居(1),2017.02.06,"均价35,000元/m²",总价待定
虹桥一号,售罄,[闵行-华漕]北翟路2000弄51号支弄(近北沈路),二居(3),2017.11.29,"均价42,000元/m²",总价待定
一品漫城（商办）,售罄,[闵行-浦江]闵行芦恒路306弄（近8号...,三居(1),2017.03.07,"均价42,000元/m²",总价待定
浦江意优,售罄,[闵行-浦江]闵行区恒南路1111弄（近江月路） ,三居(1),2017.02.08,"均价27,000元/m²",总价待定
陆家嘴红醍半岛,售罄,[闵行-浦江]上海市闵行区江桦路888弄...,四居(1),2017.03.01,总价待定,
名都城三期翡翠名都,售罄,[闵行-金虹桥]上海市闵行区古北路1700弄 ,二居(2)，四居(1),2017.04.09,"均价100,000元/m²",总价待定
古北壹号,售罄,[闵行-古北]上海闵行区红松东路1099弄,四居(2),2018.01.09,"均价150,000元/m²",总价待定
富力虹桥十號,售罄,[闵行-华漕]宁虹路6号（宁虹路与申虹路...,四居(1),2017.04.17,售价待定,总价待定
当代万国府MOMA（别墅）,售罄,[闵行-江川路]闵行江川东路与沧源路交界处,四居(1),2017.03.20,总价待定,
明泉璞院,售罄,[闵行-金虹桥]虹秀路78弄（近虹泉路）,四居(1),2016.11.01,"1,345万元/套",
润地华庭,售罄,[杨浦-新江湾城]杨浦绥中路68弄（淞沪...,,2017.04.13,"均价47,000元/m²",总价待定
圣骊河滨苑,售罄,[杨浦-东外滩] 杨浦平凉路923-925号,二居(1),2015.02.25,"均价32,000元/m²",总价待定
新江湾中凯城市之光,售罄,[杨浦-新江湾城]杨浦新江湾城国安路78...,四居(1),2015.12.31,"均价46,000元/m²",总价待定
保利香槟花园,售罄,[杨浦-东外滩]杨浦怀德路398号（扬州路口）,二居(1),2016.02.29,"均价61,000元/m²",总价待定
上和园,售罄,[杨浦-新江湾城]杨浦政云路三门路（10...,二居(1),2015.06.30,售价待定,总价待定
银亿领墅,售罄,[杨浦-新江湾城]杨浦民府路1199弄（...,五居及以上(1),2016.01.07,总价待定,
慧芝湖花园三期,售罄,[静安-大宁]平型关路1083弄 ,三居(2),2017.04.13,"均价40,000元/m²",总价待定
艾格美国际公寓,售罄,[静安-南京西路]上海市静安区石门一路118号 ,二居(1),2016.05.06,"均价88,000元/m²",总价待定
远中风华园,售罄,[静安-江宁路]静安区新闸路1068弄,四居(1),2015.10.30,"均价75,000元/m²",总价待定
闻喜华庭,售罄,[静安-彭浦]闸北区曲沃路88号,二居(1),2016.12.06,"均价55,000元/m²",总价待定
森兰名轩,待售,[浦东-外高桥]浦东兰谷路2500弄近张杨北路,三居(1)，四居(1),2018.02.28,售价待定,总价待定
仁和都市花园,待售,[浦东-周康]浦东京浦路御水路（11号线...,三居(1)，四居(1),2018.01.27,售价待定,总价待定
陆家嘴壹号院,待售,[浦东-洋泾]浦东滨江大道1380弄,四居(4),2018.02.25,售价待定,总价待定
港城滴水湖馨苑,待售,[浦东-临港新城]浦东临港新城方竹路88弄,三居(1)，四居(1),2017.09.15,售价待定,总价待定
阳明花园,待售,[浦东-外高桥]浦东季景路333弄（杨高...,三居(4),2018.01.27,售价待定,总价待定
御沁园,待售,[浦东-周康]上海市浦东新区周康路869弄,四居(2),2018.02.24,总价待定,
禹洲城市广场,待售,[浦东-临港新城]浦东新区东大公路老芦公路口,开间(8),2017.11.15,售价待定,69-76万元
同济东时区,待售,[浦东-川沙]浦东航城四路318弄（施新...,二居(1)，三居(2),2017.08.04,"均价31,000元/m²",323-370万元
临港首府,待售,[浦东-临港新城]浦东竹柏路503弄（近茉莉路）,三居(1),2017.08.04,"均价25,000元/m²",410万元
同济东时区（别墅）,在售,[浦东-川沙]浦东航城四路318弄（施新...,二居(2)，四居(2),2018.02.25,837万元/套,
仁恒东郊花园,在售,[浦东-唐镇] 浦东唐龙路1399号（近顾唐路）,二居(1)，四居(1),2018.02.25,"均价68,000元/m²","1,496万元"
江畔御庭,在售,[浦东-川沙]浦东华夏东路5888弄,四居(1),2018.03.02,"1,522万元/套",
保利ONE56,在售,[浦东-陆家嘴滨江]上海市浦东新区浦明路868弄,二居(2)，三居(1),2017.03.14,"均价150,000元/m²","3,443-4,442万元"
合生东郊别墅,在售,[浦东-张江]上海市浦东新区翠柏路,五居及以上(4),2018.02.25,"7,758-11,772万元/套",
森兰美伦,待售,[浦东-外高桥]浦东新区洲海路999号,一居(1),2017.11.16,售价待定,总价待定
日月光伯爵天地,待售,[嘉定-嘉定新城]上海市嘉定区陈家山路338号 ,三居(3),2018.02.25,售价待定,总价待定
季景铭郡,待售,[嘉定-南翔]嘉定古猗园南路355弄(古...,二居(1)，三居(2)，四居(1),2018.02.25,售价待定,总价待定
铂悦818,待售,[嘉定-嘉定新城]嘉定叶城路818号,开间(3),2017.04.05,"均价25,000元/m²",104-148万元
西上海君廷,在售,[嘉定-安亭汽车城]嘉定安亭镇曹安公路4...,二居(1),2017.07.01,"均价36,000元/m²",353万元
自在璞境,待售,[嘉定]嘉定银翔路1227弄,,2017.05.02,"均价35,000元/m²",总价待定
东方慧谷,在售,[嘉定-嘉定新城]嘉定宝安公路2999号,,2017.04.10,总价待定,
嘉华国际,待售,[嘉定-嘉定新城]嘉定嘉罗公路368号,,2017.04.07,"均价14,000元/m²",总价待定
西上海君廷（商办）,待售,[嘉定-安亭汽车城]嘉定安亭镇曹安公路4...,,2017.04.05,"均价18,000元/m²",总价待定
中茂世纪,待售,[嘉定-嘉定北部]嘉定 汇源路218弄（...,,2017.06.19,总价待定,
绿地欧拉,待售,[嘉定-安亭汽车城]嘉定安亭昌吉东路雅丹路,一居(2),2017.08.25,"均价16,000元/m²",80-112万元
红土天阶,待售,[嘉定-嘉定新城]叶城路胜辛路交汇处 ,一居(2)，二居(1),2017.03.01,"均价25,000元/m²",103-123万元
方舟时代广场,在售,[嘉定-嘉定新城] 嘉定区仓场东路382号,一居(2),2017.04.11,"均价20,000元/m²",108-116万元
骏丰玲珑坊（商办）,在售,[嘉定-嘉定新城]嘉定康丰路33号（11...,二居(1)，开间(6),2017.04.03,"均价32,588元/m²",117-479万元
创融嘉天地,在售,[嘉定-嘉定新城]嘉定天祝路合作路,开间(4),2017.04.07,"均价40,000元/m²",140-204万元
汇豪新天地,待售,[嘉定-嘉定新城]嘉定白银路327号(近阿克苏路),二居(1),2017.02.27,"均价30,000元/m²",162万元
汇贤阁别墅,在售,[松江-九亭] 松江涞坊路723弄,,2017.01.25,总价待定,
九城家天下雅苑,待售,[松江-新桥]松江新镇街99弄、新镇街5...,五居及以上(1),2017.04.05,总价待定,
翔良公馆,待售,[松江-松江老城]松江玉树路2号（近荣乐...,二居(1),2017.08.25,"均价28,000元/m²",96万元
佘山环球企业中心,未售,[松江-佘山]松江广富林路5000号（近鼎源路）,一居(2),2017.07.01,"均价21,000元/m²",111-141万元
御上海青橙,待售,[松江-松江新城]松江谷阳北路2533弄...,开间(4),2017.08.25,"均价25,000元/m²",115-148万元
世茂纳米魔幻城晶品公馆,待售,[松江-泗泾]松江 辰花公路路5088号...,一居(2)，二居(1),2017.03.29,"均价24,000元/m²",139-151万元
MORE街区,待售,[松江-泗泾]沪松路2288弄,二居(1)，三居(1),2017.05.03,"均价25,000元/m²",158-183万元
首创锦悦,在售,[松江-松江新城]博园路6155号,三居(1),2017.09.09,"均价43,000元/m²",542万元
华润原墅,在售,[松江-泗泾]松江古楼路529号,三居(1)，四居(3),2018.02.02,764万元/套,
恒大佘山首府(别墅),在售,[松江]松江佘山辰塔路勋业路交汇处,四居(3),2017.04.11,880万元/套,
贝尚湾溪谷墅,在售,[松江-九亭]松江沪亭北路338弄,五居及以上(2),2017.03.20,"1,044-1,140万元/套",
绿城兰园,在售,[松江-泗泾]松江平阳河路555弄,四居(1),2017.03.22,"均价35,900元/m²","1,102万元"
同润十里洋坊别墅,在售,[松江-松江新城]上海市松江区影佳路,五居及以上(2),2017.03.06,"1,152-1,184万元/套",
佘山东紫园,在售,[松江-佘山] 松江佘山国家旅游度假区林...,五居及以上(2),2017.01.19,"1,312-2,016万元/套",
晶苑四季御庭四期,在售,[松江-新桥]松江明华路888弄,三居(2)，四居(2),2017.09.27,"1,502-1,802万元/套",
领第漫生活国际,在售,[青浦-徐泾]上海市青浦区徐泾镇沪青平公...,,2017.04.05,"均价30,000元/m²",总价待定
融信铂爵（商办）,在售,[青浦-青浦新城]青浦区淀山湖大道青浦大...,,2017.05.02,售价待定,总价待定
水都南岸（商办）,待售,[青浦-朱家角]青浦区朱家角镇康园路399弄,二居(1)，三居(1),2017.03.27,"均价18,000元/m²",77-173万元
乐活天地四维尔时代广场,在售,[青浦-青浦新城]青浦区青浦新城北青公路...,一居(1)，二居(1),2017.09.15,"均价26,000元/m²",78-156万元
富绅商业中心,待售,[青浦-青浦新城]青浦新城公园东路1590号,一居(1)，二居(1)，三居(1),2017.03.24,"均价30,000元/m²",126-258万元
美瑞清河湾,未售,[青浦-青浦新城]上海青浦清河湾路盈顺路166号,开间(2),2017.03.29,"均价35,000元/m²",140万元
尚都里,在售,[青浦-朱家角]朱家角新风路220号,一居(1)，二居(1),2017.03.30,"均价32,000元/m²",154-256万元
青浦卓越世纪中心（商办）,待售,[青浦-青浦新城]青浦清河湾路819弄（...,二居(1)，三居(1),2017.03.08,"均价26,000元/m²",169-218万元
运杰御澜雅苑,在售,[青浦-青浦新城]青浦区崧文南路秀泽路,三居(2),2018.02.27,"均价43,000元/m²",322-538万元
金都公寓式酒店（别墅）,待售,[青浦-青浦北部]青浦区重固镇赵重公路2811弄,四居(2),2017.04.11,367-373万元/套,
上海恒大御澜庭(别墅),在售,[青浦-朱家角]青浦朱家角镇淀山湖大道复...,三居(3)，四居(3)，五居及以上(1),2018.02.25,556-976万元/套,
朱家角新城•观澜府,在售,[青浦-朱家角]青浦区朱家角镇珠湖路511号,三居(2)，四居(1),2018.02.24,576万元/套,
新华联奥莱悦府别墅,在售,"[青浦-赵巷] 青浦嘉松中路沈泾塘支路
",四居(1)，五居及以上(1),2017.04.01,610-716万元/套,
古北香堤艺墅,在售,[青浦-朱家角]青浦朱家角沙淀中路77弄,四居(2),2017.03.30,672-698万元/套,
颐湾丽庭,在售,[青浦-朱家角]青浦区绿舟路118弄,四居(1)，五居及以上(1),2017.03.13,745-882万元/套,
海湾艺墅,售罄,[奉贤-海湾]奉贤区海马路5999号 ,四居(1)，五居及以上(1),2017.01.24,总价待定,
秋月朗庭,售罄,[奉贤-南桥新城]奉贤南桥新城富竹路1号 ,二居(3),2016.09.27,"均价21,000元/m²",总价待定
绿地海语墅别墅,售罄,[奉贤-海湾]海马路5888号 ,三居(1),2015.04.09,总价待定,
珑璟公馆,售罄,[奉贤-奉城]奉贤港阳路503弄（港阳路...,开间(5),2017.08.23,"均价15,000元/m²",总价待定
中南锦庭,售罄,[奉贤-金汇]上海市奉贤区浦星公路与南奉...,二居(1)，三居(2)，四居(1)，五居及以上(1),2016.11.30,"均价30,000元/m²",总价待定
英伦都市,售罄,[奉贤-海湾]上海市奉贤区海湾镇海农公路...,三居(1),2016.10.30,"均价14,000元/m²",总价待定
东原郦湾,售罄,[奉贤-金汇]清宁路万顺路 ,四居(1),2016.09.13,"均价30,000元/m²",总价待定
世茂爱马尚郡公寓,售罄,[奉贤-海湾]奉贤区明城路588弄,二居(1),2016.09.01,"均价9,900元/m²",总价待定
绿色家园泰馨苑,售罄,[奉贤-金汇]奉贤区泰西路158弄,四居(1),2015.01.10,总价待定,
嘉业海悦别墅,售罄,[奉贤-海湾]奉贤海马路2155弄,三居(1),2016.12.06,总价待定,
招商海廷,售罄,[奉贤-柘林]奉贤人民塘路1019弄,四居(1),2016.04.14,总价待定,
铭邦华府,售罄,[奉贤-南桥新城]浦东宣黄公路2585弄,四居(1),2016.08.11,"均价27,500元/m²",总价待定
绿地无双,售罄,[奉贤-南桥新城]上海市奉贤区金海公路,四居(1),2016.04.27,"均价26,000元/m²",总价待定
汤臣臻园,售罄,[奉贤-南桥新城]望园南路2391号,三居(1),2016.09.29,"均价30,000元/m²",总价待定
佳源名人公馆,售罄,[奉贤-奉城]兰博路3069弄2-7、9-14号,三居(2),2016.12.27,"均价18,000元/m²",总价待定
金榜逸家,售罄,[金山-朱泾]金山健康路688弄,二居(1),2016.08.08,"均价15,000元/m²",总价待定
光明万盛金邸,售罄,[金山-金山新城]金山龙轩路蒙山北路路口,二居(1),2016.08.11,"均价13,500元/m²",总价待定
郁金香庭,售罄,[金山-朱泾]金山朱泾镇亭枫公路与众安街...,二居(1)，三居(1),2016.09.21,"均价13,000元/m²",总价待定
阳光美郡,售罄,[金山-金山中部]金山吕巷镇建新大街36弄,二居(1)，三居(1),2017.04.09,"均价7,200元/m²",总价待定
绿地幸福里,售罄,[金山-金山中部] 金山吕巷金张公路近金...,二居(1),2016.09.21,"均价10,000元/m²",总价待定
御亭首府,售罄,[金山-亭林]金山金展路2726弄,三居(1),2016.09.21,"均价10,000元/m²",总价待定
东林豪庭,售罄,[金山-朱泾] 金山朱泾镇众安街798弄,二居(1)，三居(1),2016.10.26,"均价18,000元/m²",总价待定
金悦华庭,售罄,[金山-金山新城]金山卫零北路799弄近龙皓路,四居(1),2014.05.26,"均价10,500元/m²",总价待定
水韵悦城,售罄,[金山-金山新城]金山卫零北路516号,二居(1)，三居(1),2016.03.25,"均价12,000元/m²",总价待定
正荣璟园（别墅）,售罄,[金山-亭林]金山枫泾镇泾波路与枫湾路交...,,2017.02.03,总价待定,
海上纳缇,售罄,[金山-金山新城]金山龙皓路1588弄（...,二居(1)，三居(1),2017.04.12,"均价25,000元/m²",总价待定
金域蔚蓝,售罄,[金山-金山新城]龙轩路789弄（近龙翔路）,三居(1),2016.08.12,"均价11,000元/m²",总价待定
枫丹别院,售罄,[金山-枫泾]枫泾镇泾宾路501弄21号 ,四居(1),2011.08.25,总价待定,
天都豪庭,售罄,[金山-亭林]亭林镇亭升路616弄,三居(1),2017.02.10,"均价16,000元/m²",总价待定
现代御墅,售罄,[金山-金山新城]金山卫清东路2588号,三居(1)，四居(1),2017.03.09,456-618万元/套,
远洋香奈,售罄,[宝山-杨行]上海市宝山区杨泰路2158弄,三居(1),,"均价26,000元/m²",总价待定
泰禾红御,售罄,[宝山-淞南高境]宝山恒高路83弄(近高境路),三居(1),2016.10.26,"均价70,000元/m²",总价待定
璟储新和湾(别墅),售罄,[宝山-罗泾]宝山沪太路8399弄（近徐潘路）,五居及以上(2),2017.04.09,总价待定,
中环SOHO未来,售罄,[宝山-淞南高境]宝山逸仙路3438号（...,一居(1),2016.11.29,"均价25,000元/m²",总价待定
旭辉澜悦湾,售罄,[宝山-罗泾]宝山潘泾路4777弄,三居(1),,"均价13,500元/m²",总价待定
信达郡庭,售罄,[宝山-罗店]宝山美丹路188弄,四居(1),,"均价25,500元/m²",总价待定
新城昱翠湾,售罄,[宝山-月浦]宝山月富路55弄,三居(1),,"均价16,000元/m²",总价待定
远东君悦庭别墅,售罄,[宝山-大场]宝山锦秋路655弄,五居及以上(1),2016.12.11,总价待定,
井晓公馆,售罄,[宝山-顾村]宝山区顾北路649号,一居(2),2016.10.10,"均价25,000元/m²",160-188万元
上置美兰优湖,售罄,[宝山-罗店]宝山美丹路222号(近7号线美兰湖站),一居(1),2016.12.13,"均价15,000元/m²",230万元
九龙仓滨江壹十八,待售,[浦东-塘桥]上海市浦东新区浦明路119...,四居(4)，五居及以上(2),2018.02.25,售价待定,总价待定
浦东星河湾,待售,[浦东-花木]浦东锦绣路2580弄,二居(2)，四居(6)，五居及以上(1),2018.02.25,售价待定,总价待定
滨江一品苑,未售,"[浦东-塘桥]上海市浦东新区浦逸路188弄
",三居(1),2017.03.28,售价待定,总价待定
大华斐勒公园别墅,在售,"[浦东-北蔡]北艾路1643弄（近华鹏路）
",,2017.03.13,总价待定,
森兰壹公馆,待售,[浦东-外高桥],,2016.12.01,售价待定,总价待定
新城西岸公园,待售,[浦东-周康]上海市浦东新区康沈路1199弄1-31号,三居(4)，四居(2),2018.03.12,售价待定,总价待定
恒生万鹂商业广场,待售,[浦东-唐镇] 浦东唐安路与高科东路交汇,,2017.02.06,"均价45,000元/m²",总价待定
临港海滨商务中心,在售,[浦东-临港新城]浦东港辉路308弄（潮...,,2017.02.08,"均价17,500元/m²",总价待定
中环森兰国际,待售,[浦东-外高桥]上海市浦东新区洲海路999号,,2017.11.15,售价待定,总价待定
尼德兰花园别墅,待售,[浦东-外高桥]浦东张扬北路4555弄,,2017.03.16,总价待定,
嘉宝前滩后院,在售,[浦东-三林]浦东云台路1101弄（近高青路）,,2018.02.25,总价待定,
融创精彩天地,在售,[浦东-金桥]浦东凌河路279号,,2017.02.09,"均价48,000元/m²",总价待定
东方鸿璟,在售,[浦东-祝桥]浦东 航亭环路399弄（海...,三居(1),2017.03.14,"均价40,000元/m²",总价待定
中洲珑玺台,待售,[浦东-惠南]浦东拱北路111弄,,2017.02.04,"均价22,000元/m²",总价待定
东方鸿璟（别墅）,在售,[浦东-祝桥]浦东 航亭环路399弄（海...,五居及以上(1),2017.03.23,总价待定,
瑞立万立城（商办）,待售,[嘉定-安亭汽车城]嘉定塔山路455弄（...,三居(1),2017.07.01,"均价17,000元/m²",211万元
瑞立万立城,待售,[嘉定-安亭汽车城]嘉定塔山路455弄（...,二居(2),2017.07.01,"均价30,000元/m²",249万元
安亭瑞仕锦庭,在售,[嘉定-安亭汽车城]安研路67弄1-26号,二居(2)，三居(3)，四居(1),2018.02.25,"均价31,500元/m²",312-501万元
信义嘉庭,在售,[嘉定-嘉定新城]嘉定叶城路新成路路口以...,二居(1)，三居(2)，四居(1),2018.01.30,"均价38,997元/m²",342-481万元
花园里,在售,[嘉定-嘉定新城]嘉定区宝塔路251号,二居(3),2018.03.16,"均价44,000元/m²",387-559万元
湖畔天下,待售,[嘉定-南翔]嘉定瑞林路800弄（瑞林路...,三居(6),2017.10.21,"均价50,000元/m²",520-590万元
绿洲华亭茗苑(别墅),在售,[嘉定-嘉定北部] 嘉定高竹路501弄,三居(1)，四居(1),2017.06.18,558-612万元/套,
绿地天呈,待售,"[嘉定-嘉定新城]嘉定胜竹路2600号
",三居(2)，四居(3),2018.01.26,售价待定,"43,000元/m²"
步阳御江金都二期,在售,[嘉定]嘉定区柳湖路299弄,四居(1),2017.03.16,"均价36,000元/m²",702万元
绿洲香格丽花园别墅,待售,[嘉定-嘉定新城]嘉定徐行镇启悦路358弄,三居(2),2017.03.02,752-772万元/套,
保利天琴宇,在售,[嘉定-嘉定新城]上海市嘉定区洪德路35弄 ,二居(1)，四居(1),2017.03.16,"均价41,000元/m²",820万元
嘉宝梦之湾（别墅）,在售,[嘉定-嘉定新城]上海市嘉定区盘安路1000弄,四居(1)，五居及以上(1),2017.04.10,860-920万元/套,
远香湖九号,在售,[嘉定-嘉定新城]嘉定区宝塔路99弄55号,四居(1),2017.03.16,892万元/套,
保利天鹅语别墅,在售,[嘉定-嘉定新城]上海市嘉定区洪德路1380弄,四居(2),2017.04.07,"893-1,008万元/套",
安亭瑞仕华庭别墅,待售,[嘉定-安亭汽车城]上海市嘉定博园路66...,三居(1),2017.02.09,945万元/套,
吉宝佘山御庭,在售,[松江-佘山]佘山镇外青松公路9211号...,五居及以上(1),2017.03.29,"1,791万元/套",
乔爱庄园,在售,[松江-新桥]松江区明中路666弄,五居及以上(1),2017.01.19,"1,957万元/套",
紫都上海晶园,在售,[松江-佘山]松江区佘山国家旅游度假区佘...,五居及以上(2)，开间(1),2017.01.23,"2,800-3,040万元/套",
中凯曼荼园,在售,[松江-佘山]松江区佘天昆公路333弄,五居及以上(2),2017.03.23,"5,760-7,424万元/套",
月湖山庄,在售,[松江-佘山]上海市松江区林荫新路,五居及以上(1),2017.03.23,"6,819万元/套",
新城上坤樾山四季,售罄,[松江-泗泾]松江嘉松公路塘砖路交汇处（...,三居(11)，四居(1),2017.06.03,"均价43,000元/m²",总价待定
绿地林肯公园,售罄,[松江-松江新城]松江广富林路茸凯路路口,二居(2)，三居(3)，四居(1),2017.11.29,售价待定,"48,000元/m²"
华润佘山九里,售罄,[松江-泗泾] 松江古楼路529号（近横港路）,三居(1),2017.03.28,"均价45,000元/m²",总价待定
恒大帝景,售罄,[松江-松江老城]松江文翔路、茸兴路交汇...,二居(1)，三居(1)，四居(7),2017.11.29,"均价36,000元/m²",总价待定
荣乐水岸,售罄,[松江-松江老城]松江荣乐西路106弄,二居(1)，三居(1),2017.10.21,售价待定,总价待定
新弘墅园,售罄,[松江-新桥]松江月台路625号,三居(1)，四居(2),2017.08.25,总价待定,
金地JIMU积木,售罄,[松江-马桥]松江区影佳路影视路路口,二居(2)，三居(3),2017.05.30,"均价25,000元/m²",总价待定
新城上坤樾山璟里,售罄,[松江-佘山]上海市松江区洞塔路500弄,三居(1)，四居(1),2017.04.24,"均价41,000元/m²",总价待定
保利翡丽公馆,售罄,[松江-泗泾]上海市松江区泗宝路46号,二居(1)，三居(1),2017.02.21,"均价36,000元/m²",总价待定
金地自在城,售罄,[松江-泗泾] 泗通路泗宝路交汇处（9号...,二居(1)，四居(1),2016.11.25,"均价45,000元/m²",总价待定
融信铂湾,在售,[青浦-赵巷]赵巷置鼎路889弄(近嘉松中路),三居(2)，四居(1),2017.04.14,757万元/套,
虹桥正荣府,在售,[青浦-徐泾]青浦联民路100弄,不限(1)，三居(3)，四居(4),2018.02.25,"均价60,000元/m²",900万元
虹桥宝龙城,在售,[青浦]青浦区新府中路1560号,五居及以上(1),2017.04.11,990万元/套,
君悦湾别墅,在售,[青浦-徐泾]青浦联民路877弄（近沪青平公路）,三居(1)，四居(1),2017.03.22,"1,008-1,056万元/套",
