小区名称,销售状态,位置,房屋类型,更新时间,售价/均价,参考总价 
蓝光COCO时代(公寓),售罄,南岸 - 南岸弹子石CBD腾龙大道（朝天门大桥南桥头旁）,不限(5),,"均价7,800元/m²",总价待定
林正橙堡(公寓),售罄,[渝北-回兴]原平伟厂的老地,一居(2)，二居(9)，三居(2),,售价待定,总价待定
尚地(公寓),售罄,渝北 - 渝北回兴镇原上湾村七社现代农业园（西南政法大学附近）,三居(1),,售价待定,总价待定
南方苹果派,售罄,九龙坡 - 石桥铺南方香榭里48号(烟灯山公园旁),三居(2)，四居(1),,"均价8,500元/m²",总价待定
中铁山水之韵,售罄,[南岸-茶园新区]同景路7号,三居(1),2017.03.06,售价待定,总价待定
坡岭顿小镇,售罄,南岸 - 茶园新城区世纪大道玉马路10号（新世纪大道茶园入口处）,不限(3),,售价待定,总价待定
东原黄山大道东(公寓),售罄,[渝北-新牌坊]金科天籁城旁,二居(2)，三居(8)，四居(1),,售价待定,总价待定
中渝爱都会(公寓),售罄,渝北 - 东湖南路333号(新溉路与东湖南路交汇处),二居(7)，三居(4),,售价待定,总价待定
恒大帝景,售罄,[九龙坡-华岩新城]龙门阵公园旁,二居(3)，三居(5)，四居(1),,"均价6,425元/m²",总价待定
协信天骄城,售罄,九龙坡 - 重庆市九龙坡区高新区二郎科技新城创新大道,三居(4),,"均价7,892元/m²",总价待定
建工依山郡,售罄,[渝北-照母山]金州大道西侧,一居(1)，二居(7)，三居(7)，四居(4),2017.08.07,售价待定,总价待定
启迪协信春山台,售罄,渝北 - 金开大道旁(天来大酒店入口左侧),二居(8)，三居(2),2017.06.13,售价待定,总价待定
金源利青国青城,售罄,九龙坡 - 九龙山锦龙路289号（九龙美食街旁）,二居(3)，三居(2),,"均价7,302元/m²",总价待定
金鹏两江时光,售罄,[渝北-回兴]宝圣大道599号（西南政法大学旁）,一居(2)，二居(17)，三居(5),2017.04.11,售价待定,总价待定
联发瞰青,售罄,渝北 - 金开大道1668号（轻轨3号线翠云站下站即到）,二居(20)，三居(14),2016.12.27,售价待定,总价待定
联发嘉园,售罄,九龙坡 - 西郊支路18号（动物园老大门旁）,一居(3)，二居(5)，三居(1),,"均价9,078元/m²",总价待定
联发瞰青源墅,售罄,渝北 - 金开大道1666号（轻轨3号线翠云北站旁）,不限(6),2016.11.17,售价待定,总价待定
九龙星光,售罄,九龙坡 - 九龙园区火炬大道（水碾转盘旁）,一居(2)，二居(6)，三居(2),,"均价5,600元/m²",总价待定
恒大同景国际城郡望(别墅),售罄,[南岸-茶园新区]通江大道旁,不限(6),,总价待定,
融创勋爵堡,售罄,渝北 - 北大附中旁金童路108号(保利高尔夫球场附近),三居(3)，四居(4)，五居及以上(7),,售价待定,总价待定
百康年奥运光年,售罄,九龙坡 - 九龙坡奥体中心旁边（袁家岗轻轨旁）,一居(3)，二居(1),,"均价7,255元/m²",总价待定
光宇尚滨国际(公寓),售罄,[南岸-南坪]南坪北路11号,一居(4),2017.07.26,售价待定,总价待定
融创玖玺国际,售罄,南岸 - 南岸国际会展中心（凯宾斯基酒店旁）,一居(2)，二居(1),,"均价10,000元/m²",总价待定
橡树澜湾,售罄,[渝北-两江新区]金开大道1133号,不限(3)，三居(1)，四居(1),2017.02.11,售价待定,总价待定
美利山,售罄,渝北 - 翠渝路55号(金开大道和金兴大道交界处),不限(10),,"均价8,300元/m²",总价待定
广厦城誉峰,售罄,[九龙坡-杨家坪]滩子口（九龙美食街旁）,,,"均价7,509元/m²",总价待定
金鹏西城华府,售罄,[九龙坡-西彭]西庆路（镇政府旁）,二居(2)，三居(2)，四居(1),,"均价3,956元/m²",总价待定
蜜糖,售罄,九龙坡 - 玉灵路228号（国窖建材市场内）,一居(1)，二居(2)，三居(2),,"均价7,309元/m²",总价待定
互信星座,售罄,[南岸-新南湖]南岸六公里(公交车站旁),一居(3)，二居(1),,"均价5,951元/m²",总价待定
泽瑞汇景苑,售罄,[南岸-茶园新区]通江大道(长生桥中学旁),,,"均价4,756元/m²",总价待定
海昌加勒比(公寓),售罄,[南岸-黄桷桠]南岸崇文路35号(南山风景区),,,售价待定,总价待定
海昌加勒比(别墅),售罄,[南岸-黄桷桠]南岸崇文路35号(南山风景区),,,总价待定,
铭仕上馆二期,售罄,南岸 - 南岸区茶园新区通江大道95号（南岸新区府旁）,二居(3)，三居(2),,"均价5,849元/m²",总价待定
万科缇香郡,售罄,渝北 - 人和白桦路6号(重庆市消防总队对面),三居(9)，四居(5),,"均价10,232元/m²",总价待定
福星颐美华庭,售罄,[九龙坡-杨家坪]直港大道（天宝实验学校旁）,一居(6)，二居(2),,"均价7,970元/m²",总价待定
金鹏西城华府(公寓),售罄,[九龙坡-西彭]西庆路（镇政府旁）,二居(2)，三居(2)，四居(1),,售价待定,总价待定
西郊庄园,售罄,[九龙坡-白市驿]含谷镇含兴路（含金村1...,,,"均价3,333元/m²",总价待定
亚太商谷,售罄,[南岸-南滨路]南岸国际会展中心旁（南铜路）,一居(1)，二居(3),,"均价9,351元/m²",总价待定
南湾江上(公寓),售罄,[南岸-经开区]丹龙路（骏逸第一江岸对面）,,,售价待定,总价待定
两江壹号,售罄,南岸 - 南岸南滨路23号（朝天门广场对岸）,二居(1)，三居(2),,"均价7,619元/m²",总价待定
中冶北麓原(别墅),售罄,渝北 - 金开大道1122号(中国西部建材城旁),三居(21)，四居(3),,总价待定,
远洋城,售罄,[九龙坡-石桥铺]石小路（高庙村地铁站旁）,二居(5)，三居(1),2017.05.03,"均价12,500元/m²",总价待定
强发百年国际,售罄,九龙坡 - 南方花园E区对面，距陈家坪转盘100米，临石杨路主干道。,一居(2)，二居(2),2017.02.10,"均价7,300元/m²",总价待定
恒大同景国际城香阁华颂,售罄,[南岸-茶园新区]南岸新行政中心对面,三居(4),,"均价9,269元/m²",总价待定
柏林春江,售罄,[南岸-茶园新区]柏林路4号,二居(2)，三居(1),,"均价5,185元/m²",总价待定
恒大同景国际城香阁华颂(别墅),售罄,[南岸-茶园新区]南岸新行政中心对面,三居(4),,总价待定,
芭厘芭厘,售罄,[南岸-新南湖]南岸南湖支路29号,一居(4),,"均价8,800元/m²",总价待定
广厦城蜜宫,售罄,九龙坡 - 杨家坪滩子口（九龙美食街旁）,一居(2)，二居(11),2016.12.19,"均价6,999元/m²",总价待定
蜜城,售罄,九龙坡 - 高新区歇台子罗汉沟二号（军歇路二号）,一居(2)，二居(3)，三居(2),2016.12.16,"均价8,200元/m²",总价待定
金茂悦,售罄,[九龙坡-盘龙]盘龙正街中段（蟠龙学校旁）,二居(1)，三居(3),2017.02.10,"均价7,700元/m²",总价待定
东海阿特豪斯,售罄,[九龙坡-二郎](巴国城旁),二居(3)，三居(3),,"均价7,083元/m²",总价待定
海兰云天拾光里,售罄,[九龙坡]九龙坡金凤镇海兰云天（AAAA...,,,"均价6,000元/m²",总价待定
东原香山(别墅),售罄,渝北 - 回兴街道宝石路1号（机场高速鳄鱼馆旁,四居(4),,总价待定,
法蓝西莊邸枫丹里(别墅),售罄,[南岸-茶园新区]南岸茶园新区世纪大道,,,总价待定,
上邦静静的墅(别墅),售罄,[九龙坡-白市驿]九龙坡白市驿金凤镇上邦...,,,总价待定,
万科缇香郡(别墅),售罄,渝北 - 人和白桦路6号(重庆市消防总队对面),三居(9)，四居(5),,总价待定,
联发南山墅(别墅),售罄,[南岸-南坪]南山风景区,,,总价待定,
融侨彩虹道(别墅),售罄,南岸 - 风临路融侨半岛内（人民融侨小学对面）,二居(3)，三居(2),,总价待定,
广厦城洛卡庄园,售罄,九龙坡 - 九龙坡杨家坪杨九路九龙大道一号（康体公园旁）,三居(3),,"均价9,615元/m²",总价待定
万科悦府(别墅),售罄,[渝北-两江新区]金开大道（棕榈泉对面）,五居及以上(4),,总价待定,
中渝香奈公馆,售罄,渝北 - 渝北区新溉大道99号（轻轨3号线郑家院子1号出口旁）,一居(5)，二居(2)，三居(2)，四居(1),2017.05.03,售价待定,总价待定
i昕晖,售罄,南岸 - 南岸学府大道（轻轨三号线六公里站旁）,一居(1)，二居(1)，三居(1),,"均价7,357元/m²",总价待定
半山七号(别墅),售罄,[九龙坡-高新区]石桥铺烟灯山公园旁,一居(4)，二居(3),,总价待定,
首创渝阅(别墅),售罄,九龙坡 - 走马古镇金马湖畔（白市驿实验学校附件）,不限(2),,总价待定,
凡阁SOCO,售罄,[渝北-冉家坝]旗龙路67、69号,二居(6)，三居(1),,"均价7,578元/m²",总价待定
棕榈泉国际花园,售罄,[渝北-照母山]88号附4号(棕榈泉国际俱乐部旁),三居(5)，四居(1),,"均价13,500元/m²",总价待定
绿地翠谷香堡,售罄,[渝北-两江新区]经开园湖云街1号,三居(2)，四居(2),,"均价6,533元/m²",总价待定
象屿两江公元(别墅),售罄,[渝北-照母山]金开大道中段（颐和公园旁）,一居(1)，二居(5)，三居(1),,总价待定,
大鼎湖滨丽景(别墅),售罄,[渝北-回兴]果塘路2号（果塘湖公园西侧）,一居(2)，二居(3),2017.03.16,总价待定,
融科海阔天空二期(别墅),售罄,渝北 - 金开大道1133号(轻轨3号线鸳鸯站附近),二居(3)，三居(3)，四居(1),,总价待定,
法蓝西莊邸枫丹里,售罄,[南岸-茶园新区]南岸茶园新区世纪大道,,,售价待定,总价待定
海昌加勒比,售罄,[南岸-黄桷桠]南岸崇文路35号(南山风景区),,,售价待定,总价待定
南湾江上,售罄,[南岸-经开区]丹龙路（骏逸第一江岸对面）,,,"均价9,375元/m²",总价待定
常青藤缇香小镇(别墅),售罄,[九龙坡-九龙园区]陶家镇文峰路1号（北...,,,总价待定,
盛世明珠(别墅),售罄,渝北 - 农业园区果塘路169号（西政渝北校区附近）,一居(1)，二居(2)，三居(1),,总价待定,
志龙白市苑,售罄,[九龙坡-白市驿]九龙坡白市驿镇白欣路3...,,,"均价6,881元/m²",总价待定
绿地翠谷香堡(别墅),售罄,[渝北-两江新区]经开园湖云街1号,三居(2)，四居(2),,总价待定,
朝兴龙城国际,售罄,[渝北-冉家坝]松石大道(龙山公园附近),一居(2)，二居(7),,"均价6,817元/m²",总价待定
兴茂盛世北辰,售罄,渝北 - 渝北龙山街道天竺路59号(沃尔玛超市冉家坝分店附近),二居(5)，三居(1),,"均价8,871元/m²",总价待定
晋愉天意(别墅),售罄,九龙坡 - 巴国城公园旁（邻近九龙园区行政中心）,一居(1)，二居(2)，三居(3),,总价待定,
锦江郦城,售罄,渝北 - 武陵路兴隆街39号（绿化广场对面）,二居(4)，三居(3),,"均价9,439元/m²",总价待定
龙城御府,售罄,[九龙坡-华岩新城]华龙大道半山公园,二居(4),,售价待定,总价待定
弘扬万象雅居,售罄,九龙坡 - 万象城对面（艾佳沁园后面谢家湾小学旁）,三居(4)，四居(1),,"均价10,000元/m²",总价待定
华宇时代星都,售罄,[九龙坡-石桥铺]白马支路（大城小爱旁）,二居(4),2017.01.18,"均价23,000元/m²",总价待定
环山国际,售罄,渝北 - 渝北银梭大道8号（南方翻译学院新大门前200米）,一居(3)，二居(7)，三居(1),2016.12.08,售价待定,总价待定
招商花园城,售罄,渝北 - 北部新区人和车管所对面支路直行800米（龙头寺轻轨站旁）,二居(3)，三居(9)，四居(4),,"均价8,406元/m²",总价待定
中渝梧桐郡D7公馆(公寓),售罄,渝北 - 渝北区新溉路与兴盛大道交汇处(轻轨3号线唐家院子站旁),不限(4),,"均价8,888元/m²",总价待定
和泓LOMO中心,售罄,[九龙坡-华岩新城]九龙坡区华岩新城华福大道,,,"均价6,500元/m²",总价待定
启迪协信星都会,售罄,渝北 - 照母山金山大道与金州大道交汇处（重光立交旁）,一居(2)，二居(9)，三居(1),2017.01.18,售价待定,总价待定
兴隆城市广场,售罄,九龙坡 - 九龙坡九龙园区A区（巴国城公园旁）,二居(2)，三居(2)，四居(1),,"均价7,218元/m²",总价待定
仁安里,售罄,渝北 - 渝北龙头寺新溉大道与渝鲁大道交汇处（天宫殿小学旁）,二居(2)，三居(1),2017.02.24,售价待定,总价待定
天盈香御驿都,售罄,[九龙坡-白市驿]白林路23号（武警一支队旁）,二居(2)，三居(3),,"均价6,179元/m²",总价待定
龙城御府(别墅),售罄,[九龙坡-华岩新城]华龙大道半山公园,二居(4),,总价待定,
骄杨理想城,售罄,九龙坡 - 西部新城陶家商圈（白彭路与铜陶路交汇处，陶家百可广场旁）,二居(3),2017.02.10,"均价5,000元/m²",总价待定
中航中央城 我的天街,售罄,[渝北-两路空港]兰馨大道中段,不限(4),,售价待定,总价待定
大鼎湖滨丽景,售罄,[渝北-回兴]果塘路2号（果塘湖公园西侧）,一居(2)，二居(3),2017.03.16,售价待定,总价待定
两江名苑伯克林,售罄,[渝北-人和]金州大道（蓝湖郡旁）,二居(5)，三居(1),2017.04.27,售价待定,总价待定
欣光松宿,售罄,渝北 - 渝北龙溪街道兴隆街58号（绿化广场对面）,一居(3)，二居(3),2016.11.17,售价待定,总价待定
中房那里,售罄,九龙坡 - 西郊路（紧邻轻轨2号线动物园站）,一居(1)，二居(4),2017.04.05,售价待定,总价待定
能邦榜样(别墅),售罄,渝北 - 渝北人和民安大道太湖西路（江北车管所对面）,一居(2),,总价待定,
兴茂晶蓝公馆(别墅),售罄,[九龙坡-石桥铺]香榭路南方新城北苑旁,一居(2)，二居(2)，三居(1),,总价待定,
志龙白市苑(公寓),售罄,[九龙坡-白市驿]九龙坡白市驿镇白欣路3...,,,售价待定,总价待定
富都广场(公寓),售罄,渝北 - 渝北区回兴街道兴科大道499号（永辉超市对面）,一居(3)，二居(2),2016.11.18,售价待定,总价待定
远洋香派,售罄,[九龙坡-石桥铺]石小路新城、高庙村站旁,一居(1)，三居(2),,"均价8,000元/m²",总价待定
千叶中央街区隐藏,售罄,[九龙坡-二郎]朵丽尚美国际对面,,,"均价6,701元/m²",总价待定
逸静花开香地,售罄,[九龙坡-石桥铺]南方新城烟灯山公园旁,一居(1)，二居(4)，三居(1),,"均价8,217元/m²",总价待定
恒大绿洲,售罄,[九龙坡-杨家坪]西郊支路12号,三居(1)，四居(3),,"均价8,983元/m²",总价待定
和泓四季(公寓),售罄,[九龙坡-华岩新城]华福大道旁,二居(2),2017.02.16,"均价10,000元/m²",总价待定
西郊庄园(别墅),售罄,[九龙坡-白市驿]含谷镇含兴路（含金村1...,,,总价待定,
金开协信中心(别墅),售罄,[渝北-两江新区]金开大道66号,,,总价待定,
复地上城国际公寓(别墅),售罄,渝北 - 两江新区金开大道(与金渝大道交汇处),不限(1)，一居(2)，二居(1),,总价待定,
广厦城誉峰(公寓),售罄,[九龙坡-杨家坪]滩子口（九龙美食街旁）,,,售价待定,总价待定
金科时代中心(别墅),售罄,[渝北-照母山]照母山金州大道中段,不限(4)，二居(4)，三居(3)，四居(1),,总价待定,
兴茂盛世北辰(公寓),售罄,渝北 - 渝北龙山街道天竺路59号(沃尔玛超市冉家坝分店附近),二居(5)，三居(1),,售价待定,总价待定
斌鑫西城绿锦,售罄,九龙坡 - 华福大道北段19号(华福公园旁),二居(1)，三居(2),,"均价5,617元/m²",总价待定
宫和西香郡,售罄,[九龙坡-华岩新城]华福大道以西恒大雅苑旁,一居(2)，二居(2),,"均价5,400元/m²",总价待定
首创渝阅(公寓),售罄,九龙坡 - 走马古镇金马湖畔（白市驿实验学校附件）,不限(2),,售价待定,总价待定
首创莫奈花园,售罄,[九龙坡-西彭]九龙坡西彭铝城大道南（西...,,,售价待定,总价待定
广厦城誉峰(别墅),售罄,[九龙坡-杨家坪]滩子口（九龙美食街旁）,,,总价待定,
乔鹤西苑,售罄,九龙坡 - 西彭镇铝城大道179号（西彭园区实验小学隔壁）,一居(1)，二居(1),,"均价3,299元/m²",总价待定
Nano公馆(公寓),售罄,[渝北-人和]人和立交旁（江北车管所对面）,不限(2)，一居(1)，二居(2),,售价待定,总价待定
斌鑫西城熙街,售罄,九龙坡 - 华玉路西山村车站胖（龙门阵公园旁）,二居(2),,"均价7,000元/m²",总价待定
城市童话(公寓),售罄,渝北 - 渝鲁大道1003号（渝鲁大道海事局旁）,一居(3)，二居(1),,售价待定,总价待定
和泓四季,售罄,[九龙坡-华岩新城]华福大道旁,二居(2),2017.02.16,"均价7,500元/m²",总价待定
明发御景园,售罄,[九龙坡-高新区]经纬大道（高九路）1095号,二居(4)，三居(1),,"均价6,875元/m²",总价待定
美每家美华星都,售罄,[九龙坡-高新区]华福大道美每家家居建材广场,二居(1)，三居(1),2017.01.13,售价待定,总价待定
保利可爱岛(别墅),售罄,九龙坡 - 高新园区火炬大道8号（巴国城旁）,一居(1)，二居(3)，三居(1),,总价待定,
龙湖悠山小筑(别墅),售罄,渝北 - 经开园礼嘉中心区1-B、D-1号地块(礼白大道礼嘉中学旁),二居(10)，三居(3),,总价待定,
常青藤缇香小镇,售罄,[九龙坡-九龙园区]陶家镇文峰路1号（北...,,,"均价12,000元/m²",总价待定
仁安龙城国际(公寓),售罄,[渝北-龙头寺]新溉路（天宫殿大道旁）,一居(1)，二居(8)，三居(3),,售价待定,总价待定
纳帕溪谷(别墅),售罄,渝北 - 渝北街道办事处原二塘村四社（重百超市回兴店附近）,二居(4),,总价待定,
志龙白市苑(别墅),售罄,[九龙坡-白市驿]九龙坡白市驿镇白欣路3...,,,总价待定,
重庆国际家纺城(别墅),售罄,渝北 - 服装城大道48号（机场高速回兴下道口附近）,一居(3)，二居(2),,总价待定,
兴茂盛世北辰(别墅),售罄,渝北 - 渝北龙山街道天竺路59号(沃尔玛超市冉家坝分店附近),二居(5)，三居(1),,总价待定,
紫枫郡(别墅),售罄,渝北 - 金渝大道栖霞路8号(经开区管委会对面),一居(1)，二居(2),,总价待定,
林正橙堡(别墅),售罄,[渝北-回兴]原平伟厂的老地,一居(2)，二居(9)，三居(2),,总价待定,
保利香雪,售罄,渝北 - 松石大道与渝长路交汇处(通用机械厂),一居(1)，二居(17)，三居(8),,"均价8,888元/m²",总价待定
万科悦峰,售罄,[渝北-两江新区]金开大道中段（颐和公园旁）,二居(7)，三居(4)，四居(2),,"均价8,898元/m²",总价待定
泰硕明天,售罄,渝北 - 空港新城同茂大道（渝北体育馆旁）,二居(5)，三居(1),,"均价7,066元/m²",总价待定
东朝香堤花径,售罄,渝北 - 两江新区管委会下行500米（肖家河公交车站旁）,一居(3)，二居(8)，三居(5),,"均价6,700元/m²",总价待定
融创嘉德领馆,售罄,渝北 - 两路兰桂大道168号（重庆中央公园旁）,二居(2)，三居(7),,"均价10,000元/m²",总价待定
金科公园王府,售罄,[渝北-龙头寺]渝鲁大道（龙头寺公园旁）,一居(1)，二居(4)，三居(2)，四居(4),,"均价9,456元/m²",总价待定
中渝爱都会,售罄,渝北 - 东湖南路333号(新溉路与东湖南路交汇处),二居(7)，三居(4),,"均价8,620元/m²",总价待定
公园置尚,售罄,[渝北-龙头寺]景园大道8号,一居(4)，二居(3)，三居(1),,"均价9,863元/m²",总价待定
中航中央城 翡翠城,售罄,渝北 - 渝北空港新城腾芳大道同盛路7号(渝北区体育馆旁),二居(1)，三居(6)，四居(1),,"均价7,500元/m²",总价待定
紫台春千集,售罄,渝北 - 渝北空港新城同茂大道（渝北皮鞋城旁）,一居(2)，二居(6),,"均价6,148元/m²",总价待定
金山美林,售罄,[渝北-回兴]两路回兴霓裳大道,二居(6)，三居(2),,"均价5,333元/m²",总价待定
融创御苑,售罄,[渝北-两江新区]金童路251号(北大附中对面),不限(11),,"均价7,254元/m²",总价待定
海德格调,售罄,[渝北-两路空港]双龙湖街道滕芳大道279号,一居(4)，二居(1),,"均价8,300元/m²",总价待定
融创御锦二期,售罄,[渝北-两江新区]金童路251号北大附中对面,一居(3)，二居(5),,"均价6,676元/m²",总价待定
融科金湖湾,售罄,[渝北-两江新区]湖津路121号,二居(8)，三居(2),,"均价8,112元/m²",总价待定
水木香榭,售罄,渝北 - 空港工业园木兰路979号（木耳中心医院西侧）,一居(1)，二居(2)，三居(4),,"均价4,100元/m²",总价待定
金山矩阵,售罄,[渝北-两江新区]金渝大道,不限(3)，一居(11)，二居(3)，三居(1)，四居(1)，五居及以上(1),,"均价7,813元/m²",总价待定
旭辉朗香郡天鹅溪,售罄,[渝北-回兴]宝桐路2号,三居(5),,"均价10,434元/m²",总价待定
中渝梧桐公馆,售罄,[渝北-龙头寺]龙塔街道兴盛支路2号,一居(1)，二居(1)，三居(1),,"均价8,651元/m²",总价待定
松竹苑,售罄,渝北 - 渝北茨竹镇(超大规模休闲养生避暑城内),一居(4)，二居(1)，三居(1),,"均价4,409元/m²",总价待定
大鼎湖滨印象,售罄,渝北 - 回兴街道果塘路2号（农业园区管委会旁）,不限(8),,"均价7,600元/m²",总价待定
爱加西西里,售罄,渝北 - 金渝大道52号(经开区管委会旁),二居(1)，三居(4)，四居(1),,"均价8,079元/m²",总价待定
锦天星都,售罄,渝北 - 回兴街道兴科大道422号(中国移动通信代理店旁),一居(4)，二居(8)，三居(3),,"均价7,506元/m²",总价待定
东衡槟城,售罄,渝北 - 渝北回兴工业园区回兴街道翠苹路11号(渝北实验三小附近),一居(2)，二居(3)，三居(2),,"均价7,407元/m²",总价待定
睿尚MOHO,售罄,渝北 - 北部新区人和立交旁民安大道111号(江北车管所对面),一居(2)，二居(1),,"均价8,657元/m²",总价待定
复地天玺,售罄,[渝北-汽博中心]金开大道（金渝大道口）,二居(3)，三居(4)，四居(1),,"均价7,826元/m²",总价待定
财信城市国际,售罄,渝北 - 街道金龙路259号（原电子校用地）,一居(1)，二居(6)，三居(1),,"均价10,448元/m²",总价待定
唐庄,售罄,渝北 - 渝北凤鸣路66号(空港广场旁边),二居(2)，三居(2),,"均价7,375元/m²",总价待定
强辉金色池塘,售罄,渝北 - 渝北工业园区西区B58-2号（两路空港新城）,二居(8)，三居(10),,"均价7,714元/m²",总价待定
加减乘除,售罄,渝北 - 泰山大道西段云岗路2号（车管所附近）,一居(4)，二居(8)，三居(5),,"均价7,777元/m²",总价待定
泽科兴城,售罄,渝北 - 汉渝路双凤桥街道（原渝北丝绸厂）,二居(3)，三居(4),,"均价8,679元/m²",总价待定
汇凯青年城,售罄,渝北 - 兴科大道250号与宝桐一路交汇处（伴山名都车站旁）,一居(4),,"均价9,312元/m²",总价待定
Nano公馆,售罄,[渝北-人和]人和立交旁（江北车管所对面）,不限(2)，一居(1)，二居(2),,"均价7,659元/m²",总价待定
保利高尔夫华庭,售罄,[渝北-两江新区]湖云街12号(汽博中心附近),二居(2)，三居(4)，四居(3),,"均价7,515元/m²",总价待定
泽科港城国际(公寓),售罄,渝北 - 空港新城兰馨大道兰桂北二路（新城广场附近）,一居(2)，二居(4)，三居(14),,"均价15,000元/m²",总价待定
招商晶公馆,售罄,渝北 - 轻轨3号线龙头寺站1/4号出口向左前行150米,二居(2)，三居(1),2016.11.04,"均价9,800元/m²",总价待定
盈田金开里,售罄,渝北 - 金开大道与金福路交汇处，富抱泉旁,一居(3)，二居(2)，三居(1),2016.12.15,售价待定,总价待定
渝兴新街坊,售罄,[渝北-大竹林]金竹路,一居(1)，二居(5),2017.03.15,售价待定,总价待定
橡树澜湾(别墅),售罄,[渝北-两江新区]金开大道1133号,不限(3)，三居(1)，四居(1),2017.02.11,总价待定,
万科城(别墅),售罄,[渝北-两江新区]重庆市渝北区金山大道28号,不限(4)，二居(7)，三居(3)，四居(2),2017.04.27,总价待定,
伟清泊客(别墅),售罄,[渝北-新牌坊]松牌路87号（松牌路立交附近）,一居(2)，二居(4)，三居(2),,总价待定,
居易天城,售罄,[渝北-两路空港]空港新城西区中央公园旁,一居(1)，二居(3)，三居(1),2017.04.11,售价待定,总价待定
华宇北城中央(别墅),售罄,渝北 - 高新园人和组团0标准分区013-2号地块（龙头寺重庆北站）,一居(1)，二居(2)，三居(2),,总价待定,
聚义香城雅郡,售罄,渝北 - 空港新城兰謦大道109号(619车站旁),二居(3)，三居(1),2017.03.08,售价待定,总价待定
融创竣爵堡(别墅),售罄,渝北 - 北部新区金童路251号3号轻轨站童家院子斜对面,不限(2),,总价待定,
海志观月山水,售罄,[渝北-两路空港]渝北区空港观月大道99号,一居(3)，二居(13)，三居(3),2017.06.23,售价待定,总价待定
复地新城就天境(别墅),售罄,渝北 - 两江新区金开大道(与金渝大道交汇处),三居(5),,总价待定,
美利山(别墅),售罄,渝北 - 翠渝路55号(金开大道和金兴大道交界处),不限(10),,总价待定,
保利椰风半岛(别墅),售罄,渝北 - 松树桥花园新村车站旁（金岛花园对面）,二居(7)，三居(2),,总价待定,
大雅云居山,售罄,渝北 - 金开大道轻轨三号线鸳鸯站聚信美旁,一居(4)，二居(24)，三居(2),2017.06.20,售价待定,总价待定
加减乘除(别墅),售罄,渝北 - 泰山大道西段云岗路2号（车管所附近）,一居(4)，二居(8)，三居(5),,总价待定,
纳帕溪谷(公寓),售罄,渝北 - 渝北街道办事处原二塘村四社（重百超市回兴店附近）,二居(4),,售价待定,总价待定
中渝梧桐郡,售罄,渝北 - 新溉路与兴盛大道交汇处(轻轨3号线唐家院子站旁),一居(1)，三居(6),,"均价12,000元/m²",总价待定
金科时代中心,售罄,[渝北-照母山]照母山金州大道中段,不限(4)，二居(4)，三居(3)，四居(1),,"均价8,300元/m²",总价待定
金易E世界,售罄,渝北 - 龙山街道百灵路1号（龙湖·大城小院旁、SM广场对面）,一居(2)，二居(3),2016.12.17,"均价9,900元/m²",总价待定
龙德悠彩郡,售罄,渝北 - 宝圣大道宝圣支路89号（西南政法大学旁）,一居(4)，二居(3),,"均价7,350元/m²",总价待定
沃泰第五区,售罄,[渝北-新牌坊]泰山大道西段（人和立交桥旁）,一居(2),,"均价9,300元/m²",总价待定
尚格博园,售罄,渝北 - 北部新区金开大道云竹路17号（轻轨3号线翠云站旁）,一居(2)，二居(1)，三居(1),,"均价7,600元/m²",总价待定
梧桐D1(公寓),售罄,渝北 - 渝北兴盛大道97号（长都假日酒店下行500米，轻轨3号线唐家...,不限(4),,"均价7,000元/m²",总价待定
汀香树,售罄,渝北 - 渝北服装城大道(南方翻译学院南侧),一居(4)，二居(4),,"均价6,103元/m²",总价待定
御城华府,售罄,[渝北-两路空港]兰馨大道18号（新城广场旁）,二居(2)，三居(10),,"均价8,367元/m²",总价待定
华宇北城雅郡,售罄,[渝北-龙头寺]重庆火车站站前广场（龙头寺）,二居(4)，三居(1),,"均价8,770元/m²",总价待定
龙湖悠山小筑,售罄,渝北 - 经开园礼嘉中心区1-B、D-1号地块(礼白大道礼嘉中学旁),二居(10)，三居(3),,"均价6,385元/m²",总价待定
悠然天地,售罄,[渝北-回兴]工业园区（海联学院旁）,一居(4)，二居(8)，三居(1),,"均价7,080元/m²",总价待定
伟清泊客,售罄,[渝北-新牌坊]松牌路87号（松牌路立交附近）,一居(2)，二居(4)，三居(2),,"均价8,797元/m²",总价待定
建工悦城,售罄,渝北 - 建工未来城旁（轻轨翠云站旁）,一居(1)，二居(5)，三居(1),,"均价6,400元/m²",总价待定
中航中央城 我的天街(公寓),售罄,[渝北-两路空港]兰馨大道中段,不限(4),,"均价17,000元/m²",总价待定
富州北郡,售罄,[渝北-回兴]渝北回兴服装大道,二居(2)，三居(1),2017.07.27,"均价9,000元/m²",总价待定
富都广场,售罄,渝北 - 渝北区回兴街道兴科大道499号（永辉超市对面）,一居(3)，二居(2),2016.11.18,售价待定,总价待定
MI公馆,售罄,渝北 - 渝北宝圣大道348号(西南政法大学斜对面,一居(3)，二居(3),2017.06.19,售价待定,总价待定
财信城市国际(别墅),售罄,渝北 - 街道金龙路259号（原电子校用地）,一居(1)，二居(6)，三居(1),,总价待定,
东原黄山大道东(别墅),售罄,[渝北-新牌坊]金科天籁城旁,二居(2)，三居(8)，四居(1),,总价待定,
复地上城国际公寓(公寓),售罄,渝北 - 两江新区金开大道(与金渝大道交汇处),不限(1)，一居(2)，二居(1),,售价待定,总价待定
